dataset,name,accent,age,language,podcast,sex,speaker_id,subdataset,subset,type
vox2,id04321,,,,,m,id04321,,train,speakers
vox2,id04322,,,,,f,id04322,,train,speakers
vox2,id04325,,,,,m,id04325,,train,speakers
vox2,id04326,,,,,m,id04326,,train,speakers
vox2,id04332,,,,,m,id04332,,train,speakers
vox2,id04333,,,,,m,id04333,,val,speakers
vox2,id04334,,,,,m,id04334,,train,speakers
vox2,id04335,,,,,m,id04335,,train,speakers
vox2,id04336,,,,,m,id04336,,train,speakers
vox2,id04340,,,,,m,id04340,,train,speakers
vox2,id04341,,,,,m,id04341,,train,speakers
vox2,id04342,,,,,m,id04342,,val,speakers
vox2,id04343,,,,,m,id04343,,train,speakers
vox2,id04344,,,,,f,id04344,,train,speakers
vox2,id04345,,,,,m,id04345,,train,speakers
vox2,id04346,,,,,m,id04346,,train,speakers
vox2,id04349,,,,,m,id04349,,val,speakers
vox2,id04350,,,,,m,id04350,,train,speakers
vox2,id04352,,,,,m,id04352,,train,speakers
vox2,id04353,,,,,m,id04353,,train,speakers
vox2,id04355,,,,,m,id04355,,train,speakers
vox2,id04356,,,,,m,id04356,,train,speakers
vox2,id04357,,,,,m,id04357,,train,speakers
vox2,id04358,,,,,m,id04358,,val,speakers
vox2,id04365,,,,,m,id04365,,train,speakers
vox2,id04367,,,,,m,id04367,,val,speakers
vox2,id04368,,,,,m,id04368,,train,speakers
vox2,id04370,,,,,m,id04370,,train,speakers
vox2,id04372,,,,,m,id04372,,train,speakers
vox2,id04373,,,,,f,id04373,,train,speakers
vox2,id04374,,,,,f,id04374,,train,speakers
vox2,id04375,,,,,f,id04375,,train,speakers
vox2,id04376,,,,,f,id04376,,val,speakers
vox2,id04377,,,,,f,id04377,,train,speakers
vox2,id04378,,,,,f,id04378,,train,speakers
vox2,id04379,,,,,f,id04379,,train,speakers
vox2,id04380,,,,,f,id04380,,train,speakers
vox2,id04383,,,,,m,id04383,,train,speakers
vox2,id04386,,,,,m,id04386,,train,speakers
vox2,id04387,,,,,m,id04387,,train,speakers
vox2,id04388,,,,,m,id04388,,train,speakers
vox2,id04392,,,,,m,id04392,,train,speakers
vox2,id04393,,,,,m,id04393,,train,speakers
vox2,id04396,,,,,m,id04396,,train,speakers
vox2,id04397,,,,,m,id04397,,train,speakers
vox2,id04398,,,,,m,id04398,,train,speakers
vox2,id04399,,,,,m,id04399,,test,speakers
vox2,id04402,,,,,m,id04402,,train,speakers
vox2,id04404,,,,,m,id04404,,train,speakers
vox2,id04405,,,,,f,id04405,,val,speakers
vox2,id04406,,,,,m,id04406,,train,speakers
vox2,id04407,,,,,m,id04407,,train,speakers
vox2,id04408,,,,,m,id04408,,train,speakers
vox2,id04409,,,,,f,id04409,,train,speakers
vox2,id04413,,,,,f,id04413,,train,speakers
vox2,id04414,,,,,f,id04414,,val,speakers
vox2,id04415,,,,,f,id04415,,train,speakers
vox2,id04416,,,,,f,id04416,,train,speakers
vox2,id04417,,,,,f,id04417,,train,speakers
vox2,id04418,,,,,m,id04418,,train,speakers
vox2,id04419,,,,,f,id04419,,train,speakers
vox2,id04420,,,,,f,id04420,,train,speakers
vox2,id04421,,,,,m,id04421,,train,speakers
vox2,id04422,,,,,f,id04422,,train,speakers
vox2,id04423,,,,,f,id04423,,val,speakers
vox2,id04425,,,,,f,id04425,,train,speakers
vox2,id04427,,,,,f,id04427,,train,speakers
vox2,id04428,,,,,f,id04428,,train,speakers
vox2,id04429,,,,,f,id04429,,train,speakers
vox2,id04430,,,,,f,id04430,,train,speakers
vox2,id04432,,,,,f,id04432,,val,speakers
vox2,id04433,,,,,f,id04433,,train,speakers
vox2,id04434,,,,,m,id04434,,train,speakers
vox2,id04436,,,,,m,id04436,,train,speakers
vox2,id04437,,,,,f,id04437,,train,speakers
vox2,id04441,,,,,f,id04441,,val,speakers
vox2,id04442,,,,,m,id04442,,train,speakers
vox2,id04443,,,,,f,id04443,,train,speakers
vox2,id04444,,,,,f,id04444,,train,speakers
vox2,id04445,,,,,f,id04445,,train,speakers
vox2,id04446,,,,,f,id04446,,train,speakers
vox2,id04447,,,,,f,id04447,,train,speakers
vox2,id04449,,,,,f,id04449,,train,speakers
vox2,id04450,,,,,f,id04450,,val,speakers
vox2,id04451,,,,,f,id04451,,train,speakers
vox2,id04452,,,,,f,id04452,,train,speakers
vox2,id04453,,,,,m,id04453,,train,speakers
vox2,id04455,,,,,m,id04455,,train,speakers
vox2,id04456,,,,,f,id04456,,train,speakers
vox2,id04458,,,,,f,id04458,,train,speakers
vox2,id04459,,,,,m,id04459,,train,speakers
vox2,id04460,,,,,m,id04460,,train,speakers
vox2,id04462,,,,,m,id04462,,train,speakers
vox2,id04463,,,,,m,id04463,,train,speakers
vox2,id04474,,,,,f,id04474,,train,speakers
vox2,id04475,,,,,m,id04475,,val,speakers
vox2,id04476,,,,,m,id04476,,train,speakers
vox2,id04477,,,,,m,id04477,,train,speakers
vox2,id04479,,,,,m,id04479,,train,speakers
vox2,id04481,,,,,m,id04481,,train,speakers
vox2,id04482,,,,,m,id04482,,train,speakers
vox2,id04483,,,,,m,id04483,,train,speakers
vox2,id04484,,,,,m,id04484,,val,speakers
vox2,id04485,,,,,m,id04485,,train,speakers
vox2,id04486,,,,,m,id04486,,train,speakers
vox2,id04487,,,,,m,id04487,,train,speakers
vox2,id04488,,,,,f,id04488,,train,speakers
vox2,id04489,,,,,f,id04489,,test,speakers
vox2,id04490,,,,,f,id04490,,train,speakers
vox2,id04491,,,,,f,id04491,,train,speakers
vox2,id04493,,,,,m,id04493,,val,speakers
vox2,id04494,,,,,m,id04494,,train,speakers
vox2,id04495,,,,,m,id04495,,train,speakers
vox2,id04496,,,,,m,id04496,,train,speakers
vox2,id04497,,,,,m,id04497,,train,speakers
vox2,id04498,,,,,m,id04498,,test,speakers
vox2,id04499,,,,,m,id04499,,train,speakers
vox2,id04501,,,,,m,id04501,,train,speakers
vox2,id04502,,,,,m,id04502,,train,speakers
vox2,id04503,,,,,m,id04503,,train,speakers
vox2,id04504,,,,,m,id04504,,val,speakers
vox2,id04505,,,,,m,id04505,,train,speakers
vox2,id04506,,,,,m,id04506,,train,speakers
vox2,id04508,,,,,m,id04508,,train,speakers
vox2,id04509,,,,,m,id04509,,train,speakers
vox2,id04510,,,,,m,id04510,,train,speakers
vox2,id04511,,,,,m,id04511,,train,speakers
vox2,id04512,,,,,m,id04512,,train,speakers
vox2,id04513,,,,,m,id04513,,val,speakers
vox2,id04514,,,,,m,id04514,,train,speakers
vox2,id04516,,,,,f,id04516,,train,speakers
vox2,id04517,,,,,m,id04517,,train,speakers
vox2,id04518,,,,,f,id04518,,train,speakers
vox2,id04519,,,,,m,id04519,,train,speakers
vox2,id04520,,,,,f,id04520,,train,speakers
vox2,id04522,,,,,f,id04522,,val,speakers
vox2,id04523,,,,,m,id04523,,train,speakers
vox2,id04524,,,,,m,id04524,,train,speakers
vox2,id04525,,,,,f,id04525,,train,speakers
vox2,id04526,,,,,m,id04526,,train,speakers
vox2,id04527,,,,,f,id04527,,train,speakers
vox2,id04528,,,,,f,id04528,,train,speakers
vox2,id04529,,,,,f,id04529,,val,speakers
vox2,id04530,,,,,f,id04530,,train,speakers
vox2,id04531,,,,,m,id04531,,val,speakers
vox2,id04534,,,,,f,id04534,,train,speakers
vox2,id04537,,,,,m,id04537,,train,speakers
vox2,id04538,,,,,f,id04538,,val,speakers
vox2,id04540,,,,,f,id04540,,val,speakers
vox2,id04542,,,,,m,id04542,,train,speakers
vox2,id04543,,,,,m,id04543,,train,speakers
vox2,id04545,,,,,f,id04545,,train,speakers
vox2,id04547,,,,,f,id04547,,val,speakers
vox2,id04549,,,,,m,id04549,,train,speakers
vox2,id04551,,,,,m,id04551,,train,speakers
vox2,id04552,,,,,m,id04552,,train,speakers
vox2,id04554,,,,,m,id04554,,train,speakers
vox2,id04555,,,,,f,id04555,,train,speakers
vox2,id04556,,,,,f,id04556,,val,speakers
vox2,id04557,,,,,f,id04557,,train,speakers
vox2,id04559,,,,,f,id04559,,train,speakers
vox2,id04560,,,,,m,id04560,,train,speakers
vox2,id04561,,,,,m,id04561,,train,speakers
vox2,id04562,,,,,m,id04562,,train,speakers
vox2,id04563,,,,,m,id04563,,train,speakers
vox2,id04564,,,,,f,id04564,,train,speakers
vox2,id04565,,,,,m,id04565,,val,speakers
vox2,id04566,,,,,m,id04566,,train,speakers
vox2,id04567,,,,,f,id04567,,train,speakers
vox2,id04569,,,,,f,id04569,,train,speakers
vox2,id04571,,,,,f,id04571,,train,speakers
vox2,id04573,,,,,f,id04573,,train,speakers
vox2,id04576,,,,,f,id04576,,train,speakers
vox2,id04578,,,,,m,id04578,,train,speakers
vox2,id04579,,,,,f,id04579,,test,speakers
vox2,id04580,,,,,f,id04580,,train,speakers
vox2,id04582,,,,,f,id04582,,train,speakers
vox2,id04583,,,,,f,id04583,,val,speakers
vox2,id04584,,,,,f,id04584,,train,speakers
vox2,id04585,,,,,m,id04585,,train,speakers
vox2,id04586,,,,,m,id04586,,train,speakers
vox2,id04588,,,,,m,id04588,,test,speakers
vox2,id04589,,,,,m,id04589,,train,speakers
vox2,id04590,,,,,f,id04590,,train,speakers
vox2,id04593,,,,,m,id04593,,train,speakers
vox2,id04597,,,,,f,id04597,,test,speakers
vox2,id04599,,,,,m,id04599,,train,speakers
vox2,id04600,,,,,f,id04600,,train,speakers
vox2,id04601,,,,,m,id04601,,train,speakers
vox2,id04602,,,,,m,id04602,,train,speakers
vox2,id04606,,,,,m,id04606,,train,speakers
vox2,id04608,,,,,m,id04608,,train,speakers
vox2,id04609,,,,,f,id04609,,train,speakers
vox2,id04610,,,,,f,id04610,,train,speakers
vox2,id04613,,,,,f,id04613,,train,speakers
vox2,id04614,,,,,f,id04614,,train,speakers
vox2,id04615,,,,,f,id04615,,train,speakers
vox2,id04616,,,,,f,id04616,,train,speakers
vox2,id04617,,,,,f,id04617,,train,speakers
vox2,id04618,,,,,f,id04618,,train,speakers
vox2,id04619,,,,,f,id04619,,val,speakers
vox2,id04621,,,,,f,id04621,,val,speakers
vox2,id04623,,,,,f,id04623,,train,speakers
vox2,id04624,,,,,f,id04624,,train,speakers
vox2,id04625,,,,,f,id04625,,train,speakers
vox2,id04626,,,,,f,id04626,,train,speakers
vox2,id04628,,,,,f,id04628,,val,speakers
vox2,id04629,,,,,f,id04629,,train,speakers
vox2,id04635,,,,,f,id04635,,train,speakers
vox2,id04637,,,,,f,id04637,,val,speakers
vox2,id04638,,,,,f,id04638,,train,speakers
vox2,id04639,,,,,f,id04639,,train,speakers
vox2,id04640,,,,,f,id04640,,train,speakers
vox2,id04641,,,,,f,id04641,,train,speakers
vox2,id04642,,,,,f,id04642,,train,speakers
vox2,id04643,,,,,f,id04643,,train,speakers
vox2,id04644,,,,,f,id04644,,train,speakers
vox2,id04645,,,,,f,id04645,,train,speakers
vox2,id04646,,,,,f,id04646,,val,speakers
vox2,id04647,,,,,f,id04647,,train,speakers
vox2,id04648,,,,,f,id04648,,train,speakers
vox2,id04649,,,,,f,id04649,,train,speakers
vox2,id04650,,,,,f,id04650,,train,speakers
vox2,id04651,,,,,f,id04651,,train,speakers
vox2,id04652,,,,,f,id04652,,train,speakers
vox2,id04653,,,,,f,id04653,,train,speakers
vox2,id04654,,,,,f,id04654,,train,speakers
vox2,id04655,,,,,f,id04655,,val,speakers
vox2,id04658,,,,,f,id04658,,train,speakers
vox2,id04660,,,,,f,id04660,,train,speakers
vox2,id04662,,,,,f,id04662,,train,speakers
vox2,id04665,,,,,m,id04665,,train,speakers
vox2,id04666,,,,,f,id04666,,train,speakers
vox2,id04667,,,,,f,id04667,,train,speakers
vox2,id04668,,,,,f,id04668,,train,speakers
vox2,id04675,,,,,f,id04675,,train,speakers
vox2,id04676,,,,,f,id04676,,train,speakers
vox2,id04677,,,,,m,id04677,,train,speakers
vox2,id04684,,,,,m,id04684,,train,speakers
vox2,id04686,,,,,m,id04686,,train,speakers
vox2,id04687,,,,,m,id04687,,test,speakers
vox2,id04689,,,,,f,id04689,,train,speakers
vox2,id04690,,,,,f,id04690,,train,speakers
vox2,id04691,,,,,m,id04691,,val,speakers
vox2,id04692,,,,,m,id04692,,train,speakers
vox2,id04693,,,,,m,id04693,,train,speakers
vox2,id04694,,,,,f,id04694,,train,speakers
vox2,id04695,,,,,f,id04695,,train,speakers
vox2,id04696,,,,,f,id04696,,test,speakers
vox2,id04697,,,,,f,id04697,,train,speakers
vox2,id04698,,,,,f,id04698,,train,speakers
vox2,id04699,,,,,m,id04699,,train,speakers
vox2,id04701,,,,,f,id04701,,train,speakers
vox2,id04703,,,,,m,id04703,,train,speakers
vox2,id04704,,,,,f,id04704,,train,speakers
vox2,id04705,,,,,f,id04705,,train,speakers
vox2,id04706,,,,,f,id04706,,train,speakers
vox2,id04708,,,,,f,id04708,,train,speakers
vox2,id04709,,,,,m,id04709,,val,speakers
vox2,id04710,,,,,m,id04710,,train,speakers
vox2,id04712,,,,,m,id04712,,train,speakers
vox2,id04713,,,,,m,id04713,,train,speakers
vox2,id04714,,,,,m,id04714,,train,speakers
vox2,id04715,,,,,m,id04715,,train,speakers
vox2,id04716,,,,,m,id04716,,train,speakers
vox2,id04717,,,,,m,id04717,,train,speakers
vox2,id04718,,,,,m,id04718,,val,speakers
vox2,id04720,,,,,m,id04720,,val,speakers
vox2,id04721,,,,,m,id04721,,train,speakers
vox2,id04723,,,,,m,id04723,,train,speakers
vox2,id04725,,,,,m,id04725,,train,speakers
vox2,id04726,,,,,m,id04726,,train,speakers
vox2,id04727,,,,,m,id04727,,val,speakers
vox2,id04728,,,,,m,id04728,,train,speakers
vox2,id04730,,,,,f,id04730,,train,speakers
vox2,id04731,,,,,f,id04731,,train,speakers
vox2,id04733,,,,,f,id04733,,train,speakers
vox2,id04734,,,,,m,id04734,,train,speakers
vox2,id04736,,,,,f,id04736,,val,speakers
vox2,id04737,,,,,m,id04737,,train,speakers
vox2,id04738,,,,,m,id04738,,train,speakers
vox2,id04739,,,,,m,id04739,,train,speakers
vox2,id04740,,,,,m,id04740,,train,speakers
vox2,id04741,,,,,m,id04741,,train,speakers
vox2,id04742,,,,,m,id04742,,train,speakers
vox2,id04743,,,,,m,id04743,,train,speakers
vox2,id04744,,,,,m,id04744,,train,speakers
vox2,id04745,,,,,m,id04745,,val,speakers
vox2,id04746,,,,,m,id04746,,train,speakers
vox2,id04747,,,,,m,id04747,,train,speakers
vox2,id04748,,,,,m,id04748,,train,speakers
vox2,id04750,,,,,m,id04750,,train,speakers
vox2,id04751,,,,,m,id04751,,train,speakers
vox2,id04752,,,,,m,id04752,,train,speakers
vox2,id04753,,,,,m,id04753,,train,speakers
vox2,id04754,,,,,m,id04754,,val,speakers
vox2,id04755,,,,,m,id04755,,train,speakers
vox2,id04756,,,,,m,id04756,,train,speakers
vox2,id04757,,,,,m,id04757,,train,speakers
vox2,id04758,,,,,m,id04758,,train,speakers
vox2,id04759,,,,,m,id04759,,test,speakers
vox2,id04761,,,,,m,id04761,,train,speakers
vox2,id04762,,,,,m,id04762,,train,speakers
vox2,id04763,,,,,f,id04763,,val,speakers
vox2,id04770,,,,,m,id04770,,train,speakers
vox2,id04774,,,,,m,id04774,,train,speakers
vox2,id04776,,,,,m,id04776,,train,speakers
vox2,id04778,,,,,f,id04778,,train,speakers
vox2,id04780,,,,,m,id04780,,train,speakers
vox2,id04781,,,,,f,id04781,,val,speakers
vox2,id04782,,,,,f,id04782,,train,speakers
vox2,id04783,,,,,f,id04783,,train,speakers
vox2,id04784,,,,,m,id04784,,train,speakers
vox2,id04788,,,,,f,id04788,,train,speakers
vox2,id04789,,,,,m,id04789,,train,speakers
vox2,id04800,,,,,f,id04800,,train,speakers
vox2,id04801,,,,,m,id04801,,val,speakers
vox2,id04802,,,,,f,id04802,,train,speakers
vox2,id04814,,,,,f,id04814,,train,speakers
vox2,id04818,,,,,f,id04818,,train,speakers
vox2,id04820,,,,,f,id04820,,train,speakers
vox2,id04821,,,,,f,id04821,,train,speakers
vox2,id04822,,,,,f,id04822,,train,speakers
vox2,id04823,,,,,f,id04823,,train,speakers
vox2,id04825,,,,,m,id04825,,train,speakers
vox2,id04826,,,,,m,id04826,,val,speakers
vox2,id04827,,,,,f,id04827,,train,speakers
vox2,id04830,,,,,m,id04830,,train,speakers
vox2,id04834,,,,,m,id04834,,train,speakers
vox2,id04835,,,,,m,id04835,,val,speakers
vox2,id04836,,,,,m,id04836,,train,speakers
vox2,id04838,,,,,f,id04838,,train,speakers
vox2,id04839,,,,,f,id04839,,train,speakers
vox2,id04841,,,,,m,id04841,,train,speakers
vox2,id04842,,,,,m,id04842,,train,speakers
vox2,id04844,,,,,f,id04844,,val,speakers
vox2,id04845,,,,,f,id04845,,train,speakers
vox2,id04846,,,,,f,id04846,,train,speakers
vox2,id04847,,,,,f,id04847,,train,speakers
vox2,id04848,,,,,f,id04848,,train,speakers
vox2,id04851,,,,,m,id04851,,train,speakers
vox2,id04852,,,,,m,id04852,,train,speakers
vox2,id04854,,,,,m,id04854,,train,speakers
vox2,id04855,,,,,m,id04855,,train,speakers
vox2,id04856,,,,,m,id04856,,train,speakers
vox2,id04857,,,,,m,id04857,,train,speakers
vox2,id04858,,,,,m,id04858,,test,speakers
vox2,id04863,,,,,f,id04863,,train,speakers
vox2,id04866,,,,,m,id04866,,train,speakers
vox2,id04869,,,,,f,id04869,,train,speakers
vox2,id04872,,,,,f,id04872,,train,speakers
vox2,id04873,,,,,m,id04873,,train,speakers
vox2,id04875,,,,,m,id04875,,train,speakers
vox2,id04876,,,,,f,id04876,,test,speakers
vox2,id04877,,,,,m,id04877,,train,speakers
vox2,id04884,,,,,m,id04884,,train,speakers
vox2,id04885,,,,,m,id04885,,test,speakers
vox2,id04886,,,,,m,id04886,,train,speakers
vox2,id04887,,,,,m,id04887,,train,speakers
vox2,id04888,,,,,m,id04888,,train,speakers
vox2,id04889,,,,,m,id04889,,val,speakers
vox2,id04890,,,,,f,id04890,,train,speakers
vox2,id04893,,,,,f,id04893,,train,speakers
vox2,id04894,,,,,f,id04894,,test,speakers
vox2,id04895,,,,,f,id04895,,train,speakers
vox2,id04896,,,,,f,id04896,,train,speakers
vox2,id04897,,,,,f,id04897,,train,speakers
vox2,id04898,,,,,m,id04898,,val,speakers
vox2,id04899,,,,,m,id04899,,train,speakers
vox2,id04900,,,,,f,id04900,,val,speakers
vox2,id04901,,,,,f,id04901,,train,speakers
vox2,id04902,,,,,f,id04902,,train,speakers
vox2,id04903,,,,,f,id04903,,train,speakers
vox2,id04904,,,,,f,id04904,,train,speakers
vox2,id04905,,,,,f,id04905,,train,speakers
vox2,id04906,,,,,f,id04906,,train,speakers
vox2,id04907,,,,,f,id04907,,val,speakers
vox2,id04908,,,,,f,id04908,,train,speakers
vox2,id04909,,,,,f,id04909,,train,speakers
vox2,id04910,,,,,f,id04910,,train,speakers
vox2,id04911,,,,,m,id04911,,train,speakers
vox2,id04914,,,,,f,id04914,,train,speakers
vox2,id04915,,,,,f,id04915,,train,speakers
vox2,id04917,,,,,m,id04917,,train,speakers
vox2,id04918,,,,,m,id04918,,train,speakers
vox2,id04926,,,,,m,id04926,,train,speakers
vox2,id04927,,,,,f,id04927,,train,speakers
vox2,id04928,,,,,m,id04928,,train,speakers
vox2,id04930,,,,,m,id04930,,train,speakers
vox2,id04933,,,,,m,id04933,,train,speakers
vox2,id04934,,,,,m,id04934,,val,speakers
vox2,id04935,,,,,m,id04935,,train,speakers
vox2,id04938,,,,,m,id04938,,train,speakers
vox2,id04939,,,,,f,id04939,,test,speakers
vox2,id04940,,,,,m,id04940,,train,speakers
vox2,id04941,,,,,m,id04941,,train,speakers
vox2,id04943,,,,,m,id04943,,val,speakers
vox2,id04945,,,,,m,id04945,,train,speakers
vox2,id04946,,,,,m,id04946,,train,speakers
vox2,id04948,,,,,m,id04948,,test,speakers
vox2,id04951,,,,,m,id04951,,train,speakers
vox2,id04953,,,,,m,id04953,,train,speakers
vox2,id04956,,,,,m,id04956,,train,speakers
vox2,id04957,,,,,m,id04957,,test,speakers
vox2,id04958,,,,,m,id04958,,train,speakers
vox2,id04959,,,,,f,id04959,,train,speakers
vox2,id04961,,,,,f,id04961,,val,speakers
vox2,id04962,,,,,f,id04962,,train,speakers
vox2,id04963,,,,,m,id04963,,train,speakers
vox2,id04964,,,,,f,id04964,,train,speakers
vox2,id04967,,,,,m,id04967,,train,speakers
vox2,id04968,,,,,f,id04968,,train,speakers
vox2,id04969,,,,,m,id04969,,train,speakers
vox2,id04970,,,,,f,id04970,,val,speakers
vox2,id04971,,,,,f,id04971,,train,speakers
vox2,id04972,,,,,f,id04972,,train,speakers
vox2,id04973,,,,,f,id04973,,train,speakers
vox2,id04974,,,,,m,id04974,,train,speakers
vox2,id04976,,,,,m,id04976,,train,speakers
vox2,id04977,,,,,m,id04977,,train,speakers
vox2,id04978,,,,,m,id04978,,train,speakers
vox2,id04979,,,,,f,id04979,,val,speakers
vox2,id04980,,,,,f,id04980,,train,speakers
vox2,id04981,,,,,m,id04981,,train,speakers
vox2,id04982,,,,,m,id04982,,train,speakers
vox2,id04983,,,,,m,id04983,,train,speakers
vox2,id04984,,,,,m,id04984,,test,speakers
vox2,id04985,,,,,m,id04985,,train,speakers
vox2,id04986,,,,,m,id04986,,train,speakers
vox2,id04987,,,,,f,id04987,,train,speakers
vox2,id04988,,,,,f,id04988,,val,speakers
vox2,id04990,,,,,f,id04990,,train,speakers
vox2,id04991,,,,,m,id04991,,train,speakers
vox2,id04993,,,,,f,id04993,,test,speakers
vox2,id04994,,,,,m,id04994,,train,speakers
vox2,id04995,,,,,m,id04995,,train,speakers
vox2,id04996,,,,,m,id04996,,train,speakers
vox2,id04997,,,,,m,id04997,,val,speakers
vox2,id04998,,,,,m,id04998,,train,speakers
vox2,id04999,,,,,m,id04999,,train,speakers
vox2,id05000,,,,,m,id05000,,val,speakers
vox2,id05003,,,,,f,id05003,,train,speakers
vox2,id05004,,,,,f,id05004,,train,speakers
vox2,id05008,,,,,f,id05008,,val,speakers
vox2,id05009,,,,,f,id05009,,train,speakers
vox2,id05010,,,,,f,id05010,,test,speakers
vox2,id05011,,,,,f,id05011,,train,speakers
vox2,id05012,,,,,f,id05012,,train,speakers
vox2,id05013,,,,,f,id05013,,train,speakers
vox2,id05014,,,,,f,id05014,,train,speakers
vox2,id05016,,,,,f,id05016,,train,speakers
vox2,id05018,,,,,f,id05018,,train,speakers
vox2,id05019,,,,,f,id05019,,train,speakers
vox2,id05020,,,,,f,id05020,,train,speakers
vox2,id05021,,,,,f,id05021,,train,speakers
vox2,id05022,,,,,f,id05022,,train,speakers
vox2,id05023,,,,,f,id05023,,train,speakers
vox2,id05025,,,,,f,id05025,,train,speakers
vox2,id05027,,,,,m,id05027,,train,speakers
vox2,id05028,,,,,m,id05028,,train,speakers
vox2,id05029,,,,,f,id05029,,train,speakers
vox2,id05030,,,,,m,id05030,,train,speakers
vox2,id05031,,,,,m,id05031,,train,speakers
vox2,id05032,,,,,m,id05032,,train,speakers
vox2,id05034,,,,,m,id05034,,train,speakers
vox2,id05035,,,,,m,id05035,,val,speakers
vox2,id05038,,,,,m,id05038,,train,speakers
vox2,id05039,,,,,m,id05039,,train,speakers
vox2,id05040,,,,,f,id05040,,train,speakers
vox2,id05041,,,,,f,id05041,,train,speakers
vox2,id05042,,,,,f,id05042,,train,speakers
vox2,id05044,,,,,f,id05044,,val,speakers
vox2,id05048,,,,,m,id05048,,train,speakers
vox2,id05049,,,,,m,id05049,,train,speakers
vox2,id05054,,,,,f,id05054,,train,speakers
vox2,id05056,,,,,m,id05056,,train,speakers
vox2,id05057,,,,,f,id05057,,train,speakers
vox2,id05058,,,,,m,id05058,,train,speakers
vox2,id05060,,,,,f,id05060,,train,speakers
vox2,id05061,,,,,f,id05061,,train,speakers
vox2,id05062,,,,,m,id05062,,val,speakers
vox2,id05063,,,,,m,id05063,,train,speakers
vox2,id05066,,,,,m,id05066,,train,speakers
vox2,id05067,,,,,m,id05067,,train,speakers
vox2,id05075,,,,,m,id05075,,train,speakers
vox2,id05076,,,,,m,id05076,,train,speakers
vox2,id05079,,,,,m,id05079,,train,speakers
vox2,id05082,,,,,m,id05082,,train,speakers
vox2,id05087,,,,,f,id05087,,val,speakers
vox2,id05088,,,,,f,id05088,,train,speakers
vox2,id05090,,,,,m,id05090,,train,speakers
vox2,id05091,,,,,f,id05091,,train,speakers
vox2,id05092,,,,,m,id05092,,train,speakers
vox2,id05093,,,,,f,id05093,,train,speakers
vox2,id05094,,,,,m,id05094,,train,speakers
vox2,id05095,,,,,m,id05095,,train,speakers
vox2,id05096,,,,,f,id05096,,val,speakers
vox2,id05099,,,,,f,id05099,,train,speakers
vox2,id05100,,,,,m,id05100,,test,speakers
vox2,id05101,,,,,m,id05101,,train,speakers
vox2,id05102,,,,,m,id05102,,train,speakers
vox2,id05103,,,,,f,id05103,,train,speakers
vox2,id05104,,,,,f,id05104,,train,speakers
vox2,id05105,,,,,f,id05105,,train,speakers
vox2,id05106,,,,,f,id05106,,train,speakers
vox2,id05107,,,,,f,id05107,,val,speakers
vox2,id05108,,,,,f,id05108,,train,speakers
vox2,id05121,,,,,m,id05121,,train,speakers
vox2,id05123,,,,,m,id05123,,train,speakers
vox2,id05125,,,,,m,id05125,,val,speakers
vox2,id05129,,,,,f,id05129,,train,speakers
vox2,id05130,,,,,m,id05130,,train,speakers
vox2,id05131,,,,,m,id05131,,train,speakers
vox2,id05132,,,,,m,id05132,,train,speakers
vox2,id05133,,,,,m,id05133,,train,speakers
vox2,id05134,,,,,f,id05134,,val,speakers
vox2,id05135,,,,,f,id05135,,train,speakers
vox2,id05136,,,,,m,id05136,,train,speakers
vox2,id05137,,,,,m,id05137,,train,speakers
vox2,id05139,,,,,m,id05139,,train,speakers
vox2,id05141,,,,,f,id05141,,train,speakers
vox2,id05145,,,,,m,id05145,,train,speakers
vox2,id05147,,,,,m,id05147,,train,speakers
vox2,id05148,,,,,m,id05148,,train,speakers
vox2,id05149,,,,,m,id05149,,train,speakers
vox2,id05150,,,,,m,id05150,,train,speakers
vox2,id05152,,,,,f,id05152,,val,speakers
vox2,id05153,,,,,f,id05153,,train,speakers
vox2,id05154,,,,,f,id05154,,train,speakers
vox2,id05159,,,,,m,id05159,,val,speakers
vox2,id05160,,,,,m,id05160,,train,speakers
vox2,id05161,,,,,f,id05161,,val,speakers
vox2,id05162,,,,,f,id05162,,train,speakers
vox2,id05165,,,,,m,id05165,,train,speakers
vox2,id05166,,,,,f,id05166,,train,speakers
vox2,id05167,,,,,m,id05167,,train,speakers
vox2,id05168,,,,,f,id05168,,val,speakers
vox2,id05169,,,,,f,id05169,,train,speakers
vox2,id05170,,,,,f,id05170,,val,speakers
vox2,id05171,,,,,f,id05171,,train,speakers
vox2,id05172,,,,,m,id05172,,train,speakers
vox2,id05173,,,,,f,id05173,,train,speakers
vox2,id05174,,,,,f,id05174,,train,speakers
vox2,id05178,,,,,m,id05178,,train,speakers
vox2,id05179,,,,,m,id05179,,train,speakers
vox2,id05181,,,,,m,id05181,,train,speakers
vox2,id05182,,,,,f,id05182,,train,speakers
vox2,id05186,,,,,f,id05186,,val,speakers
vox2,id05187,,,,,f,id05187,,train,speakers
vox2,id05188,,,,,f,id05188,,train,speakers
vox2,id05189,,,,,m,id05189,,train,speakers
vox2,id05190,,,,,f,id05190,,train,speakers
vox2,id05191,,,,,f,id05191,,train,speakers
vox2,id05194,,,,,m,id05194,,train,speakers
vox2,id05196,,,,,m,id05196,,train,speakers
vox2,id05197,,,,,m,id05197,,train,speakers
vox2,id05198,,,,,m,id05198,,train,speakers
vox2,id05199,,,,,f,id05199,,train,speakers
